word,total_count,leader_system,leader_count,leader_share,others_avg_share,ratio,CONTROL,AC15,AC15P,HYBRID_3_5,HYBRID_SEMANTIC
decision,27,AC15,8,0.002768166089965398,0.001715044633757993,1.6140490081006307,6,8,8,2,3
status,24,AC15,7,0.002422145328719723,0.0015090922386704058,1.6050346470894103,2,7,6,5,4
penalty,33,HYBRID_3_5,9,0.003464203233256351,0.00216248101390398,1.601957756383877,7,3,8,9,6
essential,25,CONTROL,6,0.00261437908496732,0.0016390184123913428,1.5950882950441767,6,5,6,6,2
corridors,33,AC15P,11,0.0032865252464893933,0.0020605414294380697,1.5949813964117487,3,5,11,6,8
novagrid,56,HYBRID_3_5,15,0.005773672055427252,0.003645504214616786,1.5837787355388309,10,3,15,15,13
first,18,HYBRID_SEMANTIC,5,0.0018096272167933405,0.0011513443101724406,1.5717515610272195,2,4,4,3,5
lead,35,AC15,10,0.0034602076124567475,0.0022294405992751756,1.5520519423489967,5,10,9,3,8
failure,18,HYBRID_SEMANTIC,5,0.0018096272167933405,0.0011728784221608632,1.542894116390476,2,4,3,4,5
how,49,AC15,14,0.004844290657439446,0.003144116125233695,1.5407480081796854,6,14,11,7,11
still,24,AC15,7,0.002422145328719723,0.0015991037632020417,1.5146892806190544,4,7,3,6,4
obligations,22,AC15,6,0.0020761245674740486,0.0013817086757627961,1.502577644544273,0,6,6,5,5
